0,68,0,0.00014071644370146165,1985,1987
0,42,0,0.000181105285557759,1637,1647
0,45,0,0.0005361535007472639,1989,1999
0,47,86,0.0005466542029508394,1637,1647
0,52,54,0.000571681744772685,1965,1975
0,34,61,0.0005719573868868474,1875,1885
0,46,92,0.0008442986622087696,2013,2013
0,52,71,0.0009433317060861403,1299,1399
0,40,42,0.0015125095342118854,1945,1955
0,35,47,0.002003783142573178,1898,1899
0,43,36,0.002125877455919931,1945,1955
0,50,0,0.002902115279274181,1968,1968
0,52,67,0.0038209768153547687,1941,1941
0,51,0,0.003996197302777147,1896,1896
0,47,0,0.004412483017071178,1625,1630
0,40,55,0.004644914176278066,1939,1939
0,52,0,0.004962938526707908,1959,1959
0,47,0,0.005357211188918226,1865,1865
0,36,55,0.005776471195007479,1799,1899
0,49,0,0.00599661572814179,1843,1843
0,53,0,0.006423306241485235,1815,1825
0,47,0,0.007265008201513165,1837,1837
0,52,0,0.008002812127400716,1890,1900
0,49,66,0.008576052779087056,1750,1775
0,52,0,0.008601737550985299,1905,1910
0,51,0,0.008727416374700139,1810,1820
0,48,0,0.009724936256081885,1860,1870
0,52,72,0.009775667236287276,1944,1954
0,51,67,0.010038988151945209,2016,2016
0,47,0,0.010041198446567534,1855,1870
0,52,0,0.010141895991234504,1620,1645
0,51,0,0.01132271537762314,1885,1885
0,47,0,0.01142553742031528,1525,1550
0,52,0,0.011429913009094505,1890,1890
0,52,0,0.013113193082689776,1605,1620
0,48,0,0.013292614186079773,1819,1877
0,53,0,0.014042059110781368,1930,1930
0,52,0,0.014213009276721825,1645,1655
0,52,0,0.01506008561555521,1875,1875
0,53,0,0.01765615121277671,1735,1745
0,50,0,0.017729124761462683,1650,1660
0,53,0,0.01818625202012061,1971,1971
0,47,0,0.01834897291777512,1697,1697
0,53,0,0.0188622140366429,1934,1934
0,42,62,0.01903575818779582,1640,1650
0,53,0,0.02019500622052484,1642,1715
0,46,0,0.02114412486093672,1695,1705
0,53,0,0.021174494210355145,1973,1973
0,33,80,0.021504928790937405,1982,1982
0,53,0,0.02194601050405366,1907,1907
0,53,0,0.022341224208360835,1795,1805
0,53,0,0.022460674068531018,1550,1560
0,46,0,0.02289550635124952,1662,1722
0,38,44,0.022922504742093168,1490,1495
0,53,0,0.023436007481751016,1940,1940
0,52,0,0.024293618599668425,1805,1815
0,46,0,0.02463229812859356,1600,1699
0,47,0,0.025496589291000356,1707,1768
0,46,0,0.02569599177728263,1792,1802
0,52,0,0.0262383856557612,1810,1810
0,53,0,0.02736019555439425,1951,1951
0,53,0,0.02794400595549724,1705,1725
0,48,0,0.028089652983142033,1913,1913
0,46,0,0.02913952504748764,1920,1920
0,53,0,0.029288960924562207,1875,1885
0,52,0,0.030531905841604475,1855,1875
0,52,0,0.03142356610339925,1620,1640
0,46,0,0.03162521881947408,1843,1843
0,46,0,0.0319034870182409,1655,1685
0,46,0,0.032716380398338185,1817,1827
0,53,0,0.03374734824112277,1937,1937
0,53,0,0.03398818222722996,1840,1840
0,53,0,0.03429711369335863,1850,1860
0,46,0,0.03474380341057642,1895,1905
0,46,0,0.03614810752192258,1740,1750
0,53,0,0.03628079198834746,1644,1911
0,53,0,0.038236941581332326,1615,1625
0,53,0,0.03827455068120557,1368,1644
0,53,0,0.04036755723163542,1958,1958
0,52,0,0.04136171355670449,1525,1535
0,51,0,0.041678689365522104,1885,1885
0,52,0,0.04274304705096988,1450,1517
0,52,0,0.04284477278756301,1845,1845
0,53,0,0.04327615946185428,1525,1550
0,49,0,0.04334709216481958,1660,1665
0,52,0,0.0437238224782016,1860,1860
0,46,0,0.04390426396974934,1870,1870
0,40,95,0.04601629052120992,1967,1968
0,52,0,0.04634705573692839,1630,1670
0,51,0,0.04636482292136876,1725,1736
0,53,0,0.04654714026007027,1645,1655
0,35,46,0.046608528659864625,1948,1948
0,30,73,0.04707629262789405,1848,1848
0,46,0,0.04774113372437331,1920,1920
0,46,0,0.04790017955220679,1950,1950
0,53,0,0.04903570558917685,1950,1959
0,51,0,0.04917273182894193,1695,1705
0,47,0,0.04946481814809217,1750,1800
0,46,0,0.04951444241470348,1918,1918
0,52,0,0.050311330203876285,1645,1655
